S. No.,LR No.,LR Date  ,Vehicle Size,Bill To,From Location,To Location,Revenue,TML Invoice No-,TML Invoice Date,Transporter Name,Transport Charges
1034,26070,2022-07-06,19/20FT,Ariston_Rithala,Rithala,Ambala,11150.0,"0219, 0220",2022-07-30 00:00:00,Bala ji Tpt.,9000.0
1035,26071,2022-07-06,Champion,Ariston_Rithala,Rithala,Shakarpur,1350.0,"0219, 0220",2022-07-30 00:00:00,Sunny Tempo,1100.0
1036,26072,2022-07-06,19/20FT,Ariston_Rithala,Rithala,Ambala,11150.0,"0258, 0259",2022-08-13 00:00:00,Jai Maa Kali TPT,9000.0
1037,26073,2022-07-06,19/20FT,Ariston_Rithala,Rithala,Ambala,11150.0,"0219, 0220",2022-07-30 00:00:00,Bala ji Tpt.,9000.0
1038,26074,2022-07-06,17FT,Ariston_Rithala,Rithala,Ambala,10150.0,"0219, 0220",2022-07-30 00:00:00,Jai kedar Express,8000.0
1039,26075,2022-07-06,Champion,Ariston_Rithala,Rithala,Chhatarpur,1350.0,"0196, 0197",2022-07-20 00:00:00,Sunny Tempo,1100.0
1040,24916,2022-07-06,Champion,Infiniti Retail,Tikri kalan,Rithala,675.0,265,2022-08-13 00:00:00,Sunny Tempo,550.0
1041,26076,2022-07-07,Champion,Ariston_Rithala,Rithala,Okhla,1350.0,"0196, 0197",2022-07-20 00:00:00,Sant kumar,1100.0
1042,26077,2022-07-07,Champion,Ariston_Rithala,Rithala,Tikri kalan,1350.0,"0196, 0197",2022-07-20 00:00:00,Sunny Tempo,1100.0
1043,26078,2022-07-07,14 FT,Ariston_Rithala,Rithala,Lucknow,19950.0,"0219, 0220",2022-07-30 00:00:00,Mainpal Tempo,16500.0
1044,26079,2022-07-07,Champion,Ariston_Rithala,Rithala,Chhatarpur,1350.0,"0196, 0197",2022-07-20 00:00:00,Sunny Tempo,1100.0
1045,26080,2022-07-08,Champion,Ariston_Rithala,Rithala,Shakarpur,1350.0,"0196, 0197",2022-07-20 00:00:00,Sant kumar,1100.0
1046,26081,2022-07-08,Tata Ace,Ariston_Rithala,Rithala,Faridabad,3100.0,"0196, 0197",2022-07-20 00:00:00,Sunny Tempo,2200.0
1047,26082,2022-07-08,Tata 407,Ariston_Rithala,Rithala,Mandoli,2800.0,"0196, 0197",2022-07-20 00:00:00,Mainpal Tempo,2500.0
1048,26083,2022-07-09,Champion,Ariston_Rithala,Rithala,Farrukh Nagar,3780.0,"0196, 0197",2022-07-20 00:00:00,Sunny Tempo,2500.0
1049,26084,2022-07-09,Champion,Ariston_Rithala,Rithala,Shakarpur,1350.0,"0196, 0197",2022-07-20 00:00:00,Sant kumar,1100.0
1050,26085,2022-07-09,19/20FT,Ariston_Rithala,Rithala,Ambala,11150.0,"0219, 0220",2022-07-30 00:00:00,Jai kedar Express,9000.0
1051,26086,2022-07-09,Champion,Ariston_Rithala,Rithala,Alipur,1350.0,"0196, 0197",2022-07-20 00:00:00,Sunny Tempo,1100.0
1052,26087,2022-07-11,Tata Ace,Ariston_Rithala,Rithala,Gurgaon,3100.0,"0196, 0197",2022-07-20 00:00:00,Sunny Tempo,2200.0
1053,26088,2022-07-11,14 FT,Ariston_Rithala,Rithala,Ambala,9250.0,"0219, 0220",2022-07-30 00:00:00,Jai Shree Durga,7500.0
1054,26089,2022-07-11,Tata Ace,Ariston_Rithala,Rithala,Farrukh Nagar,4095.0,"0196, 0197",2022-07-20 00:00:00,Sunny Tempo,2500.0
1055,26090,2022-07-12,Champion,Ariston_Rithala,Rithala,Chhatarpur,1350.0,"0196, 0197",2022-07-20 00:00:00,Arun Tempo,1100.0
1056,26091,2022-07-12,Champion,Ariston_Rithala,Rithala,Chhatarpur,1350.0,"0219, 0220",2022-07-30 00:00:00,Arun Tempo,1100.0
1057,26092,2022-07-13,Tata Ace,Ariston_Rithala,Rithala,Shakarpur,1475.0,"0306, 0307",2022-08-31 00:00:00,Arun Tempo,1100.0
1058,26093,2022-07-13,Champion,Ariston_Rithala,Rithala,Chhatarpur,1350.0,"0219, 0220",2022-07-30 00:00:00,(Shyam Kant Jha) Rama Tpt.,1100.0
1059,26094,2022-07-14,14 FT,Ariston_Rithala,Rithala,Mandoli,3300.0,"0219, 0220",2022-07-30 00:00:00,Mainpal Tempo,2500.0
1060,26095,2022-07-14,Tata 407,Ariston_Rithala,Rithala,Alipur,2800.0,"0219, 0220",2022-07-30 00:00:00,Arun Tempo,2500.0
1061,26096,2022-07-14,19/20FT,Ariston_Rithala,Rithala,Jaipur,12900.0,"0258, 0259",2022-08-13 00:00:00,Jai Maa Kali TPT,11500.0
1062,26097,2022-07-14,Tata 407,Ariston_Rithala,Rithala,Saket,2800.0,"0224, 0225",2022-08-03 00:00:00,Jai Shree Durga,2200.0
1063,26098,2022-07-14,14 FT,Ariston_Rithala,Rithala,Noida,4750.0,"0219, 0220",2022-07-30 00:00:00,Jai kedar Express,3000.0
1064,26099,2022-07-14,Champion,Ariston_Rithala,Rithala,Shakarpur,1350.0,"0196, 0197",2022-07-20 00:00:00,Sant kumar,1100.0
1065,26100,2022-07-14,Tata 407,Ariston_Rithala,Rithala,Lajpat Nagar,2800.0,"0219, 0220",2022-07-30 00:00:00,Arun Tempo,2500.0
1066,26101,2022-07-14,14 FT,Ariston_Rithala,Rithala,Ambala,9250.0,"0219, 0220",2022-07-30 00:00:00,Mainpal Tempo,7500.0
1067,26102,2022-07-14,19/20FT,Ariston_Rithala,Rithala,Noida,7250.0,"0219, 0220",2022-07-30 00:00:00,Jai kedar Express,4500.0
1068,26103,2022-07-14,Champion,Ariston_Rithala,Rithala,Farrukh Nagar,3780.0,"0196, 0197",2022-07-20 00:00:00,Sunny Tempo,2500.0
1069,25579,2022-07-15,22 FT16TON,Honeywell Automation (I) Ltd.,Jalandhar,Bilaspur,28655.0,213,2022-07-26 00:00:00,Tera Tera (13-13) Transport Co.,21600.0
1070,25580,2022-07-15,M. Pick up,Honeywell Ele. Dev.& Sys,G. NOIDA,SELAQUI,14000.0,200,2022-07-21 00:00:00,MISHRI YADAV,11500.0
1071,25581,2022-07-19,14 FT,Honeywell International,GURGAON,NEHRU PLACE,12500.0,289,2022-08-30 00:00:00,MISHRI YADAV,10000.0
1072,25582,2022-07-19,14 FT,Honeywell International,NEHRU PLACE,GURGAON,0.0,289,2022-08-30 00:00:00,MISHRI YADAV,0.0
1073,25955,2022-07-19,32 FT,Ariston_G-Noida_Intech Digital,Noida,Rithala,14500.0,198,2022-07-20 00:00:00,Safeway logistics,11500.0
1074,25689,2022-07-14,32 FT,V-Guard-Noida_Intech ,Noida,Farrukh Nagar,15180.0,240,2022-08-08 00:00:00,Delhi Jaipur Tpt.,11500.0
1075,25690,2022-07-14,32 FT,V-Guard-Noida_Intech ,Noida,Farrukh Nagar,15180.0,240,2022-08-08 00:00:00,Alpha logistics,11500.0
1076,25691,2022-07-14,32 FT,V-Guard-Noida_Intech ,Noida,Farrukh Nagar,15180.0,240,2022-08-08 00:00:00,Delhi Jaipur Tpt.,11500.0
1077,25692,2022-07-14,32 FT,V-Guard-Noida_Intech ,Noida,Farrukh Nagar,15180.0,273,2022-08-23 00:00:00,Safeway logistics,11500.0
1078,25693,2022-07-14,32 FT,V-Guard-Noida_Intech ,Noida,Farrukh Nagar,15180.0,273,2022-08-23 00:00:00,Safeway logistics,11500.0
1079,25694,2022-07-15,32 FT,V-Guard-Noida_Intech ,Noida,Farrukh Nagar,15180.0,,,Alpha logistics,11500.0
1080,25695,2022-07-15,32 FT,V-Guard-Noida_Intech ,Noida,Farrukh Nagar,15180.0,273,2022-08-23 00:00:00,Delhi Jaipur Tpt.,11500.0
1081,25696,2022-07-15,32 FT,V-Guard-Noida_Intech ,Noida,Farrukh Nagar,15180.0,273,2022-08-23 00:00:00,Safeway logistics,11500.0
1082,25697,2022-07-15,32 FT,V-Guard-Noida_Intech ,Noida,Farrukh Nagar,15180.0,240,2022-08-08 00:00:00,Delhi Jaipur Tpt.,11500.0
1083,26104,2022-07-15,Champion,Ariston_Rithala,Rithala,Shakarpur,1350.0,"0219, 0220",2022-07-30 00:00:00,(Shyam Kant Jha) Rama Tpt.,1100.0
1084,26105,2022-07-15,Tata Ace,Ariston_Rithala,Rithala,Shakarpur,1475.0,"0219, 0220",2022-07-30 00:00:00,Sunny Tempo,1100.0
1085,26106,2022-07-15,Tata Ace,Ariston_Rithala,Rithala,Shakarpur,1475.0,"0219, 0220",2022-07-30 00:00:00,Sunny Tempo,1100.0
1086,26107,2022-07-15,14 FT,Ariston_Rithala,Rithala,Sunder Nagar,22000.0,"0219, 0220",2022-07-30 00:00:00,Jai kedar Express,18500.0
1087,26108,2022-07-15,Champion,Ariston_Rithala,Rithala,Chhatarpur,1350.0,"0219, 0220",2022-07-30 00:00:00,Sunny Tempo,1100.0
1088,26109,2022-07-16,Champion,Ariston_Rithala,Rithala,Alipur,1350.0,"0219, 0220",2022-07-30 00:00:00,(Shyam Kant Jha) Rama Tpt.,1100.0
1089,26110,2022-07-16,14 FT,Ariston_Rithala,Rithala,Mandoli,3300.0,"0219, 0220",2022-07-30 00:00:00,Arun Tempo,2700.0
1090,26111,2022-07-16,Tata 407,Ariston_Rithala,Rithala,Agra,10500.0,"0306, 0307",2022-08-31 00:00:00,New Haryana ,8000.0
1091,26112,2022-07-18,Champion,Ariston_Rithala,Rithala,Chhatarpur,1350.0,"0219, 0220",2022-07-30 00:00:00,Sunny Tempo,1100.0
1092,26113,2022-07-18,Champion,Ariston_Rithala,Rithala,Shakarpur,1350.0,"0219, 0220",2022-07-30 00:00:00,Arun Tempo,1100.0
1093,26114,2022-07-18,M. Pick up,Ariston_Rithala,Rithala,Tikri kalan,2300.0,"0224, 0225",2022-08-03 00:00:00,Jai Shree Durga,1500.0
1094,26115,2022-07-18,Champion,Ariston_Rithala,Rithala,Faridabad,2800.0,"0219, 0220",2022-07-30 00:00:00,Sant kumar,2200.0
1095,26117,2022-07-18,19/20FT,Ariston_Rithala,Rithala,Noida,7250.0,"0219, 0220",2022-07-30 00:00:00,Jai kedar Express,4500.0
1096,26118,2022-07-18,Champion,Ariston_Rithala,Rithala,Chhatarpur,1350.0,"0219, 0220",2022-07-30 00:00:00,Arun Tempo,1100.0
1097,26119,2022-07-18,Champion,Ariston_Rithala,Rithala,Chhatarpur,1350.0,"0219, 0220",2022-07-30 00:00:00,(Shyam Kant Jha) Rama Tpt.,1100.0
1098,26120,2022-07-18,19/20FT,Ariston_Rithala,Rithala,Noida,7250.0,"0219, 0220",2022-07-30 00:00:00,Jai kedar Express,4500.0
1099,26121,2022-07-19,Champion,Ariston_Rithala,Rithala,Delhi Cantt,1350.0,"0219, 0220",2022-07-30 00:00:00,Sunny Tempo,1100.0
1100,26122,2022-07-19,Champion,Ariston_Rithala,Rithala,Shakarpur,1350.0,"0219, 0220",2022-07-30 00:00:00,Sant kumar,1100.0
1101,26123,2022-07-19,Champion,Ariston_Rithala,Rithala,Shakarpur,1350.0,"0224, 0225",2022-08-03 00:00:00,(Shyam Kant Jha) Rama Tpt.,1100.0
1102,26124,2022-07-19,Champion,Ariston_Rithala,Rithala,Shakarpur,1350.0,"0219, 0220",2022-07-30 00:00:00,Sunny Tempo,1100.0
1103,26125,2022-07-19,Tata 407,Ariston_Rithala,Rithala,Gurgaon,4250.0,"0219, 0220",2022-07-30 00:00:00,Jai Shree Durga,3000.0
1104,26126,2022-07-19,Champion,Ariston_Rithala,Rithala,Chhatarpur,1350.0,"0219, 0220",2022-07-30 00:00:00,Arun Tempo,1100.0
1105,26127,2022-07-19,19/20FT,Ariston_Rithala,Rithala,Ambala,11150.0,"0258, 0259",2022-08-13 00:00:00,Jai Maa Kali TPT,9000.0
1106,26128,2022-07-19,Champion,Ariston_Rithala,Rithala,Chhatarpur,1350.0,"0219, 0220",2022-07-30 00:00:00,Sunny Tempo,1100.0
1107,26129,2022-07-19,Champion,Ariston_Rithala,Rithala,Chhatarpur,1350.0,"0219, 0220",2022-07-30 00:00:00,Sunny Tempo,1100.0
1108,26130,2022-07-20,Champion,Ariston_Rithala,Rithala,Shakarpur,1350.0,"0219, 0220",2022-07-30 00:00:00,Sant kumar,1100.0
1109,26131,2022-07-20,Champion,Ariston_Rithala,Rithala,Shakarpur,1350.0,"0219, 0220",2022-07-30 00:00:00,Sunny Tempo,1100.0
1110,26132,2022-07-20,Champion,Ariston_Rithala,Rithala,Saket,1350.0,"0224, 0225",2022-08-03 00:00:00,(Shyam Kant Jha) Rama Tpt.,1100.0
1111,20873,2022-07-04,17FT,Avon_Beauty,Kheki Daulan,Rithala ,6500.0,216,2022-07-28 00:00:00,Jai kedar Express,4000.0
1112,20874,2022-07-13,Tata Ace,Avon_Beauty,Kheki Daulan,Rithala ,3500.0,216,2022-07-28 00:00:00,Delhi Jaipur Tpt.,3000.0
1113,20875,2022-07-20,M. Pick up,Avon_Beauty,Kheki Daulan,Rithala ,4500.0,255,2022-08-13 00:00:00,Delhi Jaipur Tpt.,3000.0
1114,24873,2022-07-01,19/20FT,V-Guard-Kundli_Super LPG,Kundli,Farrukh Nagar,8298.0,239,2022-08-08 00:00:00,Radhey krishna logistics,6800.0
1115,24874,2022-07-06,19/20FT,V-Guard-Kundli_Super LPG,Kundli,Farrukh Nagar,8298.0,239,2022-08-08 00:00:00,Radhey krishna logistics,6800.0
1116,24875,2022-07-07,19/20FT,V-Guard-Kundli_Super LPG,Kundli,Farrukh Nagar,8298.0,239,2022-08-08 00:00:00,Radhey krishna logistics,6800.0
1117,24876,2022-09-09,19/20FT,V-Guard-Kundli_Super LPG,Kundli,Farrukh Nagar,8298.0,239,2022-08-08 00:00:00,Radhey krishna logistics,6800.0
1118,24877,2022-07-11,19/20FT,V-Guard-Kundli_Super LPG,Kundli,Farrukh Nagar,8298.0,239,2022-08-08 00:00:00,Radhey krishna logistics,6800.0
1119,24878,2022-07-12,19/20FT,V-Guard-Kundli_Super LPG,Kundli,Farrukh Nagar,8298.0,239,2022-08-08 00:00:00,Radhey krishna logistics,6800.0
1120,24879,2022-07-13,19/20FT,V-Guard-Kundli_Super LPG,Kundli,Farrukh Nagar,8298.0,239,2022-08-08 00:00:00,Radhey krishna logistics,6800.0
1121,24880,2022-07-15,19/20FT,V-Guard-Kundli_Super LPG,Kundli,Farrukh Nagar,8298.0,239,2022-08-08 00:00:00,Radhey krishna logistics,6800.0
1122,24881,2022-07-16,19/20FT,V-Guard-Kundli_Super LPG,Kundli,Farrukh Nagar,8298.0,239,2022-08-08 00:00:00,Radhey krishna logistics,6800.0
1123,24882,2022-07-18,19/20FT,V-Guard-Kundli_Super LPG,Kundli,Farrukh Nagar,8298.0,239,2022-08-08 00:00:00,Radhey krishna logistics,6800.0
1124,24883,2022-07-19,19/20FT,V-Guard-Kundli_Super LPG,Kundli,Farrukh Nagar,8298.0,239,2022-08-08 00:00:00,Radhey krishna logistics,6800.0
1125,21548,2022-07-16,Champion,Avon_Beauty,Rithala ,Badarpur,1700.0,256,2022-08-13 00:00:00,(Shyam Kant Jha) Rama Tpt.,1100.0
1126,21549,2022-07-26,Champion,Avon_Beauty,Rithala ,Rohini,700.0,256,2022-08-13 00:00:00,Sunny Tempo,500.0
1127,22072,2022-07-12,19/20FT,VG_Kundli_Anil Eng.,Kundli,Farrukh Nagar,8298.0,243,2022-08-09 00:00:00,Radhey krishna logistics,6800.0
1128,22073,2022-07-14,19/20FT,VG_Kundli_Anil Eng.,Kundli,Farrukh Nagar,8298.0,,,Radhey krishna logistics,6800.0
1129,22074,2022-07-16,19/20FT,VG_Kundli_Anil Eng.,Kundli,Farrukh Nagar,8298.0,243,2022-08-09 00:00:00,Radhey krishna logistics,6800.0
1130,25339,2022-07-15,E.V,Dr. Oetker,NOIDA,NOIDA,0.0,228,2022-08-03 00:00:00,Trumiles,0.0
1131,25583,2022-07-19,22 FT16TON,Honeywell Automation (I) Ltd.,Jalandhar,BILASPUR,28654.0,232,2022-08-04 00:00:00,Tera Tera (13-13) Transport Co.,21600.0
1132,25585,2022-07-20,19/20FT,Honeywell International,NOIDA,BILASPUR,11300.0,214,2022-07-27 00:00:00,MISHRI YADAV,9500.0
1133,25340,2022-07-20,TATA ACE,Dr. Oetker,NOIDA,DELHI,3000.0,228,2022-08-03 00:00:00,MISHRI YADAV,2600.0
1134,25341,2022-07-20,TATA ACE,Dr. Oetker,NOIDA,DELHI,0.0,228,2022-08-03 00:00:00,MISHRI YADAV,0.0
1135,25342,2022-07-20,TATA ACE,Dr. Oetker,NOIDA,DELHI,3000.0,228,2022-08-03 00:00:00,MISHRI YADAV,2600.0
1136,25343,2022-07-20,TATA ACE,Dr. Oetker,NOIDA,DELHI,0.0,228,2022-08-03 00:00:00,MISHRI YADAV,0.0
1137,25344,2022-07-20,TATA ACE,Dr. Oetker,NOIDA,FARIDABAD,0.0,228,2022-08-03 00:00:00,Mishri Yadav,3500.0
1138,25345,2022-07-20,TATA ACE,Dr. Oetker,NOIDA,FARIDABAD,3000.0,228,2022-08-03 00:00:00,Mishri Yadav,0.0
1139,25346,2022-07-20,TATA ACE,Dr. Oetker,NOIDA,FARIDABAD,0.0,228,2022-08-03 00:00:00,Mishri Yadav,0.0
1140,25586,2022-07-21,M.PICKUP,Honeywell Ele. Dev.& Sys,DELHI,G. NOIDA,16700.0,267,2022-08-17 00:00:00,MISHRI YADAV,14000.0
1141,25587,2022-07-21,M.PICKUP,Honeywell Ele. Dev.& Sys,G. NOIDA,SELAQUI,0.0,267,2022-08-17 00:00:00,MISHRI YADAV,0.0
1142,25588,2022-07-22,22FT 12TON,Honeywell Automation (I) Ltd.,Jalandhar,BILASPUR,22337.0,233,2022-08-05 00:00:00,Tera Tera (13-13) Transport Co.,16200.0
1143,25348,2022-07-22,TATA ACE,Dr. Oetker,NOIDA,DELHI,3000.0,228,2022-08-03 00:00:00,MISHRI YADAV,2600.0
1144,25349,2022-07-22,TATA ACE,Dr. Oetker,NOIDA,DELHI,0.0,228,2022-08-03 00:00:00,MISHRI YADAV,0.0
1145,25350,2022-07-22,TATA ACE,Dr. Oetker,NOIDA,DELHI,3000.0,228,2022-08-03 00:00:00,MISHRI YADAV,2600.0
1146,26401,2022-07-22,TATA ACE,Dr. Oetker,NOIDA,GURGAON,4500.0,228,2022-08-03 00:00:00,MISHRI YADAV,4000.0
1147,26402,2022-07-22,TATA ACE,Dr. Oetker,NOIDA,DELHI,0.0,228,2022-08-03 00:00:00,MISHRI YADAV,0.0
1148,26403,2022-07-22,TATA ACE,Dr. Oetker,NOIDA,GHAZIABAD,2200.0,228,2022-08-03 00:00:00,MISHRI YADAV,2600.0
1149,26404,2022-07-22,TATA ACE,Dr. Oetker,NOIDA,GHAZIABAD,0.0,228,2022-08-03 00:00:00,MISHRI YADAV,0.0
1150,26405,2022-07-22,E.V,Dr. Oetker,NOIDA,NOIDA,0.0,228,2022-08-03 00:00:00,Trumiles,0.0
1151,26406,2022-07-22,E.V,Dr. Oetker,NOIDA,NOIDA,0.0,228,2022-08-03 00:00:00,TRUMILES,0.0
1152,26408,2022-07-23,TATA ACE,Dr. Oetker,NOIDA,DELHI,0.0,228,2022-08-03 00:00:00,MISHRI YADAV,2600.0
1153,26417,2022-07-23,TATA ACE,Dr. Oetker,NOIDA,DELHI,3000.0,228,2022-08-03 00:00:00,Mishri Yadav,0.0
1154,26410,2022-07-23,TATA ACE,Dr. Oetker,NOIDA,DELHI,3000.0,228,2022-08-03 00:00:00,MISHRI YADAV,2600.0
1155,26411,2022-07-23,TATA ACE,Dr. Oetker,NOIDA,DELHI,0.0,228,2022-08-03 00:00:00,MISHRI YADAV,0.0
1156,26412,2022-07-23,TATA ACE,Dr. Oetker,NOIDA,DELHI,0.0,228,2022-08-03 00:00:00,MISHRI YADAV,0.0
1157,26413,2022-07-23,TATA ACE,Dr. Oetker,NOIDA,DELHI,3000.0,228,2022-08-03 00:00:00,MISHRI YADAV,2600.0
1158,25347,2022-07-23,TATA ACE,Dr. Oetker,NOIDA,DELHI,0.0,228,2022-08-03 00:00:00,MISHRI YADAV,0.0
1159,26407,2022-07-23,TATA ACE,Dr. Oetker,NOIDA,DELHI,3000.0,228,2022-08-03 00:00:00,MISHRI YADAV,2600.0
1160,26409,2022-07-23,TATA ACE,Dr. Oetker,NOIDA,DELHI,0.0,228,2022-08-03 00:00:00,MISHRI YADAV,0.0
1161,26414,2022-07-23,TATA ACE,Dr. Oetker,NOIDA,DELHI,0.0,228,2022-08-03 00:00:00,MISHRI YADAV,0.0
1162,26415,2022-07-23,TATA ACE,Dr. Oetker,NOIDA,G. NOIDA,3000.0,228,2022-08-03 00:00:00,MISHRI YADAV,2600.0
1163,26418,2022-07-23,TATA ACE,Dr. Oetker,NOIDA,DELHI,0.0,228,2022-08-03 00:00:00,MISHRI YADAV,0.0
1164,26419,2022-07-23,14 FT,Dr. Oetker,NOIDA,LUCKNOW,19000.0,228,2022-08-03 00:00:00,MISHRI YADAV,17700.0
1165,25589,2022-07-25,22 FT 16TON,Honeywell Automation (I) Ltd.,Jalandhar,BILASPUR,22337.0,,,Tera Tera (13-13) Transport Co.,16200.0
1166,25591,2022-07-25,M.PICKUP,HONEYWELL,GURGAON,GURGAON,2000.0,,,MISHRI YADAV,1500.0
1167,25592,2022-07-26,TATA ACE,Honeywell Ele. Dev.& Sys,G. NOIDA,SELAQUI,12500.0,266,2022-08-17 00:00:00,MISHRI YADAV,11200.0
1168,26420,2022-07-26,TATA ACE,Dr. Oetker,NOIDA,DELHI,0.0,228,2022-08-03 00:00:00,MISHRI YADAV,2600.0
1169,26421,2022-07-26,TATA ACE,Dr. Oetker,NOIDA,DELHI,3000.0,228,2022-08-03 00:00:00,Mishri Yadav,0.0
1170,26422,2022-07-26,TATA ACE,Dr. Oetker,NOIDA,DELHI,0.0,228,2022-08-03 00:00:00,MISHRI YADAV,0.0
1171,26416,2022-07-27,TATA ACE,Dr. Oetker,NOIDA,GHAZIABAD,3000.0,228,2022-08-03 00:00:00,MISHRI YADAV,2600.0
1172,26423,2022-07-27,TATA ACE,Dr. Oetker,NOIDA,DELHI,0.0,228,2022-08-03 00:00:00,MISHRI YADAV,0.0
1173,26424,2022-07-27,TATA ACE,Dr. Oetker,NOIDA,DELHI,0.0,228,2022-08-03 00:00:00,MISHRI YADAV,0.0
1174,26425,2022-07-27,TATA ACE,Dr. Oetker,NOIDA,DELHI,0.0,228,2022-08-03 00:00:00,MISHRI YADAV,2600.0
1175,26426,2022-07-27,TATA ACE,Dr. Oetker,NOIDA,DELHI,3000.0,228,2022-08-03 00:00:00,Mishri Yadav,0.0
1176,26133,2022-07-20,14 FT,Ariston_Rithala,Rithala,Jagatpuri,3300.0,"0258, 0259",2022-08-13 00:00:00,Jai Shree Durga,2300.0
1177,26134,2022-07-20,14 FT,Ariston_Rithala,Rithala,Dahradun,15500.0,"0306, 0307",2022-08-31 00:00:00,New Haryana ,13000.0
1178,26135,2022-07-20,14 FT,Ariston_Rithala,Rithala,Kanpur,18500.0,"0258, 0259",2022-08-13 00:00:00,Jai kedar Express,16000.0
1179,26136,2022-07-20,Champion,Ariston_Rithala,Rithala,Chhatarpur,1350.0,"0222, 0223",2022-08-03 00:00:00,Sunny Tempo,1100.0
1180,26137,2022-07-20,Champion,Ariston_Rithala,Rithala,Chhatarpur,1350.0,"0222, 0223",2022-08-03 00:00:00,Sunny Tempo,1100.0
1181,26138,2022-07-21,14 FT,Ariston_Rithala,Rithala,Gurgaon,4600.0,"0222, 0223",2022-08-03 00:00:00,Arun Tempo,3300.0
1182,26139,2022-07-21,14 FT,Ariston_Rithala,Rithala,Okhla,3300.0,"0222, 0223",2022-08-03 00:00:00,Jai Shree Durga,2300.0
1183,26140,2022-07-21,Tata Ace,Ariston_Rithala,Rithala,Gurgaon,3100.0,"0222, 0223",2022-08-03 00:00:00,Sunny Tempo,2200.0
1184,26141,2022-07-21,14 FT,Ariston_Rithala,Rithala,Gurgaon,4600.0,"0222, 0223",2022-08-03 00:00:00,Jai kedar Express,3500.0
1185,26142,2022-07-21,M. Pick up,Ariston_Rithala,Rithala,Rajouri Garden,2300.0,"0222, 0223",2022-08-03 00:00:00,(Shyam Kant Jha) Rama Tpt.,1500.0
1186,26143,2022-07-21,Champion,Ariston_Rithala,Rithala,Chhatarpur,1350.0,"0222, 0223",2022-08-03 00:00:00,Arun Tempo,1100.0
1187,26144,2022-07-21,19/20FT,Ariston_Rithala,Rithala,Faridabad,8000.0,"0258, 0259",2022-08-13 00:00:00,Jai Maa Kali TPT,4500.0
1188,26145,2022-07-21,14 FT,Ariston_Rithala,Rithala,Gurgaon,4600.0,"0222, 0223",2022-08-03 00:00:00,Mainpal Tempo,3500.0
1189,26146,2022-07-21,17FT,Ariston_Rithala,Rithala,Noida,6250.0,"0222, 0223",2022-08-03 00:00:00,Mainpal Tempo,4000.0
1190,26147,2022-07-21,14 FT,Ariston_Rithala,Rithala,Ambala,9250.0,"0224, 0225",2022-08-03 00:00:00,Jai Shree Durga,7500.0
1191,26148,2022-07-21,14 FT,Ariston_Rithala,Rithala,Ambala,1000.0,"0224, 0225",2022-08-03 00:00:00,Jai Shree Durga,1000.0
1192,26149,2022-07-21,Champion,Ariston_Rithala,Rithala,Chhatarpur,1350.0,"0224, 0225",2022-08-03 00:00:00,(Shyam Kant Jha) Rama Tpt.,1100.0
1193,26150,2022-07-21,Champion,Ariston_Rithala,Rithala,Chhatarpur,1350.0,"0224, 0225",2022-08-03 00:00:00,Sunny Tempo,1100.0
1194,26151,2022-07-22,Champion,Ariston_Rithala,Rithala,Shakarpur,1350.0,"0222, 0223",2022-08-03 00:00:00,Sant kumar,1100.0
1195,26152,2022-07-22,Champion,Ariston_Rithala,Rithala,Shakarpur,1350.0,"0222, 0223",2022-08-03 00:00:00,Jai Shree Durga,1100.0
1196,26153,2022-07-22,Champion,Ariston_Rithala,Rithala,Shakarpur,1350.0,"0222, 0223",2022-08-03 00:00:00,Arun Tempo,1100.0
1197,26154,2022-07-22,14 FT,Ariston_Rithala,Rithala,Bhatinda,15225.0,"0222, 0223",2022-08-03 00:00:00,Arun Tempo,13000.0
1198,26155,2022-07-22,19/20FT,Ariston_Rithala,Rithala,Ambala,11150.0,"0222, 0223",2022-08-03 00:00:00,Arun Tempo,9500.0
1199,26156,2022-07-22,Champion,Ariston_Rithala,Rithala,Chhatarpur,1350.0,"0224, 0225",2022-08-03 00:00:00,(Shyam Kant Jha) Rama Tpt.,1100.0
1200,26157,2022-07-22,Champion,Ariston_Rithala,Rithala,Chhatarpur,1350.0,"0224, 0225",2022-08-03 00:00:00,Sunny Tempo,1100.0
1201,26158,2022-07-22,Champion,Ariston_Rithala,Rithala,Chhatarpur,1350.0,"0224, 0225",2022-08-03 00:00:00,Sunny Tempo,1100.0
1202,26159,2022-07-23,Champion,Ariston_Rithala,Rithala,Shakarpur,1350.0,"0222, 0223",2022-08-03 00:00:00,Arun Tempo,1100.0
1203,26160,2022-07-23,Tata 407,Ariston_Rithala,Rithala,Okhla,2800.0,"0224, 0225",2022-08-03 00:00:00,Jai Shree Durga,2200.0
1204,26161,2022-07-23,Champion,Ariston_Rithala,Rithala,Shakarpur,1350.0,"0222, 0223",2022-08-03 00:00:00,Sant kumar,1100.0
1205,26162,2022-07-23,Champion,Ariston_Rithala,Rithala,Shakarpur,1350.0,"0222, 0223",2022-08-03 00:00:00,Sunny Tempo,1100.0
1206,26163,2022-07-23,19/20FT,Ariston_Rithala,Rithala,Lucknow,25000.0,"0258, 0259",2022-08-13 00:00:00,Jai kedar Express,21000.0
1207,26164,2022-07-23,M. Pick up,Ariston_Rithala,Rithala,Mandoli,2300.0,"0224, 0225",2022-08-03 00:00:00,(Shyam Kant Jha) Rama Tpt.,1500.0
